Repositório,URL,Usuário,Data da pesquisa,Resumo da pesquisa,Local,Recorte temporal,Termos pesquisados,Link da página com resultados da busca,Número de ocorrências encontrados
Hemeroteca Digital Brasileira,http://memoria.bn.br/hdb/periodico.aspx,Eric Brasil,2023-09-25_14-54-30,Pesquisa com parâmetro Local como base. Pesquisa para o Hemdig(pt),SP,1900 - 1909,"""cordão carnavalesco""",http://memoria.bn.br/DocReader/docmulti.aspx?bib=%5Bcache%5Drosa_5960507707285.DocLstX&pasta=ano%20190&pesq=%22cord%C3%A3o%20carnavalesco%22,0
