Repositório,URL,Usuário,Data da pesquisa,Resumo da pesquisa,Local,Recorte temporal,Termos pesquisados,Link da página com resultados da busca,Número de ocorrências encontrados
Hemeroteca Digital Brasileira,http://memoria.bn.br/hdb/periodico.aspx,Eric Brasil,2023-09-25_14-59-01,Exemplo para Hemdig(pt),RJ,1910 - 1919,"""cordão carnavalesco""",http://memoria.bn.br/DocReader/docmulti.aspx?bib=%5Bcache%5Ddrummond_3675006691793.DocLstX&pasta=ano%20191&pesq=%22cord%C3%A3o%20carnavalesco%22,278
